First Name,Last Name,Title,Company,Industry,Keywords,Person Linkedin Url,Website,Twitter Url,City,State
Todd,Davis,Vice Chairman of the Board Directors,LifeLock,computer software,"event planning & services,professional services,wedding planning",http://www.linkedin.com/in/todd-davis-183380,http://www.lifelock.com,,Phoenix,Arizona
Michael,Yoon,President & CEO,,,,http://www.linkedin.com/in/yoonmichael,,,New York,New York
Raj,Gupta,Executive Chairman,Esd,mechanical or industrial engineering,"mechanical engineering,electrical engineering,plumbing engineering,life safety,fire protection engineering,technology consulting,mission critical facilities engineering,sustainability consulting,intelligent building consulting",http://www.linkedin.com/in/rajpgupta,http://www.esdglobal.com,https://twitter.com/ESDGlobal,Chicago,Illinois
Shawn,Nelson,CEO and Founder,Lovesac,retail,"furniture,sactionals,sacs,sectional sofas,modular furniture,design consultations,custom fabrics,furniture stores,home & garden,shopping",http://www.linkedin.com/in/shawnynelson,http://www.lovesac.com,https://twitter.com/lovesac,Stamford,Connecticut
Chuck,Gordon,Co-Founder & Chief Executive Officer,Storable,internet,"startups,software,sales & marketing,b2b,enterprise software,information technology,self storage,moving,storage,local services",http://www.linkedin.com/in/chuck4410,http://www.sparefoot.com,http://twitter.com/@sparefoot,Austin,Texas
Aaron,Wolko,Chief Investment Officer,Terraform Capital,financial services,,http://www.linkedin.com/in/aaronwolko,http://www.terraform.capital,https://twitter.com/terraformcap,New York,New York
Nikhil,Krishnan,,,,,http://www.linkedin.com/in/nikhil-krishnan-60400947,,,New York,New York
Elliot,Tebele,Co-Founder,JAJA,,,http://www.linkedin.com/in/elliot-tebele-22118b61,,,New York,New York
Arpit,Sharma,Digital Marketing Specialist,arpit-sharma.com,,,http://www.linkedin.com/in/arpit-sharma-com,http://www.arpit-sharma.com,,New York,New York
Mark,Russinovich,"CTO, Microsoft Azure",Microsoft,,,http://www.linkedin.com/in/markrussinovich,,,Seattle,Washington
Jonah,Goodhart,Co-Founder,Montauk Labs,internet,,http://www.linkedin.com/in/jonahgoodhart,http://www.wgifund.com,,New York,New York
Jesse,Stein,Founder & CEO,Audience.co,computer software,"internet marketing service,handwritten mail,direct mail automation,corporate gifting",http://www.linkedin.com/in/jesse-stein-3b636a107,http://www.audience.co,https://twitter.com/AudienceCo,Miami,Florida
Pete,Cashmore,Founder & CEO,Mashable,online media,"digital media,technology,news,media,consumer internet,internet,information technology,blogs,tech,social media,social networks,mobile,journalism,culture,entertainment,marketing,gadgets",http://www.linkedin.com/in/mashable,http://www.mashable.com,http://twitter.com/mashable,New York,New York
Diane,Hessan,Co-Founder & Chairman,Communispace,market research,"consumer collaboration,brand innovation,consumer insights,cocreation workshops,private online communities,customer products,customer strategy,customer experience,customer communications,open innovation,data,analytics,ux design & testing,activation workshops",http://www.linkedin.com/in/diane-hessan-2118457,http://www.cspace.com,https://twitter.com/Communispace,Boston,Massachusetts
Scott,Moore,Founder & Director,Ad Lightning,marketing & advertising,,http://www.linkedin.com/in/scottmo,http://www.adlightning.com,https://twitter.com/adlightningtech,Seattle,Washington
JC,Adams,Founder and CEO,Cloud 9,information technology & services,"health care information technology,mobile health,mental health,psychology,health care,digital health,telepsychiatry,telemedicine,quantified self,social work,counseling,therapy,telehealth,patient engagement,psychiatry,behavioral health,crisis intervention,public safety,jail diversion,emergency room diversion,first responders,community health,population health",http://www.linkedin.com/in/jcadamsiii,http://www.cloud9telehealth.com,https://twitter.com/cloud9psych,Austin,Texas
Paul,Fennelly,Strategic Advisor,,,,http://www.linkedin.com/in/paul-fennelly-823b3211,,,Boston,Massachusetts
Oleg,Teterin,Independent Owner,Longevity InTime BioTech,biotechnology,"ai,ml,investor,biotechnology,longevity,wearables,rapid diagnosis tests,portable containers,mobile application,algorithms,big data,neural networks,data science,data mining,healthtech,medtech,startup,vc,biology,science",http://www.linkedin.com/in/olegteterin,http://www.intime.digital,,New York,New York
Thane,Kerner,CEO,Silverchair Holdings,publishing,"online product development,healthcare information management,semantic publishing,semantic tagging,semantic metadata,semantic search,semantic xml,executive product strategy,taxonomy,ontology devolopment,responsive website design & branding",http://www.linkedin.com/in/thane-kerner-64654,http://www.silverchair.com,http://www.twitter.com/silverchairnews,Charlottesville,Virginia
Michael,Ruskin,COO,Jetson,internet,voice commerce & ai,http://www.linkedin.com/in/michaelruskin,http://www.jetson.ai,https://twitter.com/jetsonai,New York,New York
Dan,Jackson,CEO,Driverbase,automotive,"automotive,internet,user experience,car search,machine learning,artificial intelligence,mobile,data,advertising,marketing,analytics",http://www.linkedin.com/in/danjackson,http://www.driverbase.com,https://twitter.com/driverbaseinc,Burlington,Vermont
Dan,Teran,Co-Founder & Managing Partner,,,,http://www.linkedin.com/in/danteran,,,New York,New York
Rob,Seaver,Board Member,,,,http://www.linkedin.com/in/rseaver,,,Boston,Massachusetts
Steve,Klein,,stevekle.in,,,http://www.linkedin.com/in/steve-klein-3517a245,http://www.stevekle.in,,Raleigh,North Carolina
Dylan,Taylor,Chairman & CEO,Voyager Space Holdings,aviation & aerospace,,http://www.linkedin.com/in/taylordylan,http://www.voyagerspace.com,https://twitter.com/voyagersh,Denver,Colorado
Daniel,Saul,,,,,http://www.linkedin.com/in/daniel-saul-3a020,,,Boston,Massachusetts
Amber,Atherton,CEO & Founder,Zyper,,,http://www.linkedin.com/in/amber-atherton,,,New York,New York
Alexander,Kemper,Founder and CEO,,,,http://www.linkedin.com/in/alexander-sandy-kemper-b2366812,,,,
Mark,Britton,Member of the Board of Director,Orbitz Worldwide,,,http://www.linkedin.com/in/markbritton,,,Seattle,Washington
Mark,Agnew,Co-Founder,University of Chicago Booth School of Business,higher education,"clean technology,healthcare,mobile,higher education,information technology",http://www.linkedin.com/in/mark-agnew-6b8b3b,http://www.chicagobooth.edu,http://www.twitter.com/polskycenter,Chicago,Illinois
John,Owen,Angel Investor,,,,http://www.linkedin.com/in/john-owen-a22a43ab,,,New Canaan,Connecticut
Matthew,Hassett,Founder and CEO,,,,http://www.linkedin.com/in/matthew-hassett-78590a13,,,New York,New York
Danny,Gutknecht,CEO,Pathways,,,http://www.linkedin.com/in/dannygutknecht,,,Peoria,Arizona
Art,Shaikh,Founder & CEO,CircleIt,computer software,,http://www.linkedin.com/in/artshaikh,http://www.circleit.com,,Chicago,Illinois
David,Nage,Principal,Arca,financial services,"asset management,blockchain,cryptocurrencies,investment management",http://www.linkedin.com/in/davidnage,http://www.ar.ca,https://twitter.com/arca,New York,New York
Andrew,Unger,Managing Partner,High Slope,management consulting,executive search,http://www.linkedin.com/in/andrewunger,http://www.highslope.com,,New York,New York
Andrei,Oprisan,CTO,OneScreen.AI,information technology & services,"artificial intelligence,dooh,ooh,internet of things,digital out of home,out of home,adtech",http://www.linkedin.com/in/andreioprisan,http://www.onescreen.ai,https://twitter.com/onescreenai,Boston,Massachusetts
Rusty,Szurek,Founder,InsiderScore,financial services,"insider trading,stock buybacks,institutional ownership",http://www.linkedin.com/in/rustyszurek,http://www.insiderscore.com,https://twitter.com/insiderscore,New York,New York
Alex,Laskey,Founder & Executive Chair,,,,http://www.linkedin.com/in/alexlaskey,,,Washington,District of Columbia
Peter,Bayne,Co-Owner,,,,http://www.linkedin.com/in/peter-bayne-tinshop,,,Washington,District of Columbia
Sung,Choi,Managing Director,fuboTV,entertainment,,http://www.linkedin.com/in/choisungh,http://www.fubo.tv,https://twitter.com/fubotv,New York,New York
Stephen,Day,Principal,,,,http://www.linkedin.com/in/stday13,,,Salt Lake City,Utah
Jordan,Naylor,Director of Enterprise Sales,,,,http://www.linkedin.com/in/jordan-naylor-atx,,,Austin,Texas
James,West,,Jim West Commercial Real Estate,,,http://www.linkedin.com/in/jimwestcre,http://www.jimwestcommercialre.com,,Camas,Washington
Charlie,Songhurst,Advisor,Bear Robotics,,,http://www.linkedin.com/in/charlessonghurst,http://www.katanacap.com,,Washington,District of Columbia
Ryan,Allis,Managing Partner,Hive Global,civic & social organization,"education,real estate,ventures for good,communities,social media,consumer internet,internet,information technology,leadership,entrepreneurship,community building,purpose",http://www.linkedin.com/in/ryanallis,http://www.hive.org,http://twitter.com/@hive_sf,Boulder,Colorado
John,Fontein,Co-Founder,Sesame,consumer services,,http://www.linkedin.com/in/johnfontein,http://www.sesamecare.com,https://twitter.com/Sesamecare,New York,New York
John,Pestana,CEO,ObservePoint,internet,"advertising,sales & marketing,big data,information technology,enterprise software,consumer internet,software,internet,digital marketing technology testing,tag audit,data governance,tag debugging,metrics protection,automated testing,journeys,campaign performance,comparison reports,reports,tag auditing,analytics testing,analytics qa,tag qa,privacy testing,technology governance,privacy compliance,analytics data testing",http://www.linkedin.com/in/johnpestana,http://www.observepoint.com,http://www.twitter.com/ObservePoint,Provo,Utah
Justin,Siegel,Co-Founder & CEO,MocoSpace,internet,"games,consumer internet,internet,information technology,mobile applications,mobile games,social networking,advertising,html5,mobile web",http://www.linkedin.com/in/justinsiegel,http://www.mocospace.com,http://twitter.com/mocospace,Boston,Massachusetts
Michael,Coors,Co-CEO,CoorsTek Sensors,"glass, ceramics & concrete","technical ceramics,custom components,advanced ceramics,manufacturing,ceramic manufacturing,material science,automotive components,aerospace components,medical device components,oil & gas components,custom manufacturing,semiconductor components,engineered ceramics,alumina components,silicon nitride,aluminum nitride,ceramic substrates,silicon carbide,ceramic injection molding,prototyping,ceramic finishing,material design,hot isostatic pressing,medical ceramics,bioceramics,medical components,medical equipment components",http://www.linkedin.com/in/michael-coors-5b658855,http://www.coorstek.com,https://twitter.com/CoorsTekInc,Golden,Colorado
Thomas,Eisenmann,Howard H. Stevenson Professor of Business Administration,Agile,higher education,,http://www.linkedin.com/in/teisenmann,http://www.hbs.edu,https://twitter.com/HarvardHBS,Boston,Massachusetts
Shelly,Kurtz,Co-founder and CMO,GIVING TECH LABS,internet,"product strategy,execution,monetization,gtm for non profit & private sector,tech for social good,public interest technology",http://www.linkedin.com/in/shelly-kurtz-219648,http://www.giving.tech,https://twitter.com/SalazarLuisJ,Seattle,Washington
Kiran,Bhatraju,Founder & CEO,Arcadia,internet,"clean technology,big data,clean energy,smart home,enterprise software,software,information technology,sustainability,wind energy,solar energy,energy savings,home efficiency",http://www.linkedin.com/in/kiran-bhatraju-834a7118,http://www.arcadia.com,https://twitter.com/arcadiapower,Washington,District of Columbia
Rich,Paret,Founder,Tenarch,human resources,,http://www.linkedin.com/in/richparet,http://www.tenarch.com,,Seattle,Washington
Adam,Eskin,Founder & CEO,Dig Inn,restaurants,"healthful food,farmtocounter,partnerships with local farmers,transparency,accountability,food startup,mindful sourcing,entreprenuership,culinary,vegetable forward,kitchens,restaurant group,food innovation,food system,chef training,highgrowth,food business,american (new),restaurants",http://www.linkedin.com/in/adam-eskin-0157404,http://www.diginn.com,https://twitter.com/diginn,New York,New York
David,Payne,VP Market Development,Pathways,,,http://www.linkedin.com/in/davidapayne1,,,Phoenix,Arizona
Raghav,Gupta,President,Butlr,,,http://www.linkedin.com/in/ragsgupta,http://www.videoplaza.com,https://twitter.com/videoplaza,Boston,Massachusetts
Jonathan,Cornelissen,Co-founder,DataCamp,e-learning,"education,analytics,data,information technology,sql,git,data science courses,python programming,tableau,scala,data manipulation,deep learning,data science for everyone,data analysis courses,bigdata,digital education,python,data science tutorial,r training,shell,data leadership,data theory,oracle,data visualization,data analytics,r,data engineering,digital learning,conceptual learning,data science tutorials,handson coding,r courses,spark,power bi,r programming,machine learning,r tutorial,spreadsheets,excel",http://www.linkedin.com/in/jonathan-cornelissen,http://www.datacamp.com,https://twitter.com/DataCamp,New York,New York
Kathleen,Lendvay,Co-founder and President,Microbiomx,medical devices,,http://www.linkedin.com/in/klendvay,http://www.microbiomx.com,,Seattle,Washington
Marla,Blow,President and Chief Operating Officer,,,,http://www.linkedin.com/in/marlablow,,,Washington,District of Columbia
Joyce,Yang,Founder & CEO,Global Coin Research,,,http://www.linkedin.com/in/yonghuanyang,,,New York,New York
John,Ason,Angel Investor,Kewpie Associates,,,http://www.linkedin.com/pub/john-ason/0/6b4/a25,http://www.johnason.com,,New York,New York
Dhungjoo,Kim,Co-Founder,,,,http://www.linkedin.com/in/dhungjookim,,,Boston,Massachusetts
Brian,Belley,Vice President of Product,Crowdwise,financial services,"issuer campaign feedback,investor tools,consulting,webinars & interviews,podcasting,investor education",http://www.linkedin.com/in/brianbelley,http://www.crowdwise.org,,Manchester,New Hampshire
Adam,Najberg,"Head of Communications, IEG Global at Tencent",Tencent,,,http://www.linkedin.com/in/adam-najberg-37a121,,,New York,New York
Michael,Dornbrook,,,,,http://www.linkedin.com/in/michaeldornbrook,,,Boston,Massachusetts
Nataraj,Sindam,Software Engineer,Microsoft,computer software,"healthcare,emr,ehr,phr,software",http://www.linkedin.com/in/natarajsindam,http://www.epic.com,,Seattle,Washington
Joe,Speiser,,,,,http://www.linkedin.com/in/joespeiser,,,New York,New York
Kevin,O'Leary,Founder & Chief Sommelier,O'Leary Fine Wines,,,http://www.linkedin.com/in/kevin-o-leary-54a8713,,,Boston,Massachusetts
Bryson,Bort,CEO and Founder,SCYTHE,computer & network security,"attack simulation,attack emulation,red team,offensive security,breach automated simulation,continuous validation,security validation,security assessment,controls effectiveness",http://www.linkedin.com/in/brysonbort,http://www.scythe.io,https://twitter.com/scythe_io,Washington,District of Columbia
Alex,Dovzhikov,Founder,Varwin,computer software,"vr,ar,technology,unity,education",http://www.linkedin.com/in/dovzhikov,http://www.varwin.com,,New York,New York
Adriana,Cisneros,CEO,Cisneros Group,,,http://www.linkedin.com/in/adrianacisneros,,,Miami,Florida
Alexander,Goldstein,Executive Chairman,Eligo Energy,utilities,"electricity,natural gas,solar energy",http://www.linkedin.com/in/alexg0,http://www.eligoenergy.com,https://twitter.com/eligoenergy,Chicago,Illinois
Nick,Picone,Co-Founder & Head of Service,CareShield Health,computer software,"healthcare,health outcome management software,cloud computing,remote patient monitoring,ehr,electronic patient reported outcomes,valuebased care,cloudbased outcome management",http://www.linkedin.com/in/nickpicone,http://www.joincareshield.com,https://twitter.com/joincareshield,Cleveland,Ohio
David,Gitman,General Partner,davidgitman.com,,,http://www.linkedin.com/in/dgitman,http://www.davidgitman.com,,Durham,North Carolina
Jens,Molbak,CEO/Founder,,,,http://www.linkedin.com/in/jens-molbak-0340351,,,Seattle,Washington
Dan,Kryzanowski,,Rocket Dollar,financial services,,http://www.linkedin.com/in/danielkryzanowski,http://www.rocketdollar.com,https://twitter.com/rocketdollar,Austin,Texas
Trevor,Fetter,Lead Independent Director,The Hartford,financial services,"enterprise software,insurance,software,information technology,property & casualty insurance,mutual funds,group benefits",http://www.linkedin.com/in/trevor-fetter,http://www.thehartford.com,https://twitter.com/TheHartford,Dallas,Texas
Rob,Biederman,Co-Founder & Co-CEO,Catalant,computer software,"enterprise software,marketplaces,business services,freelancers,information technology,software",http://www.linkedin.com/in/robbiederman,http://www.gocatalant.com,http://twitter.com/GoCatalant,Boston,Massachusetts
Katie,Couric,Co-Founder,Katie Couric Media,broadcast media,,http://www.linkedin.com/in/katiecouric,http://www.katiecouric.com,https://twitter.com/katiecouric,New York,New York
Michal,Borkowski,Co-founder & CEO,Brainly,internet,"education,social media platforms,k-12 education,tutoring,social media,consumer internet,internet,information technology,social learning,elearning",http://www.linkedin.com/in/borkowskimichal,http://www.brainly.com,http://twitter.com/#!/openstudy,New York,New York
Peter,Fader,Professor of Marketing,,,,http://www.linkedin.com/in/peterfader,,,Philadelphia,Pennsylvania
Tyler,Ward,Co-Founder and CEO,BarnBridge,marketing & advertising,,http://www.linkedin.com/in/tyler-scott-ward-42638627,http://www.proofsystems.com,,Chapel Hill,North Carolina
Brian,Arnone,,Audience Republic,computer software,"sales & marketing,events,event management,ticketing,e-commerce,consumer internet,internet,information technology,wordofmouth marketing,p2p marketing,music,data,marketing automation,live events,sales growth,online marketing,social media",http://www.linkedin.com/in/barnone,http://www.audiencerepublic.com,https://twitter.com/AudienceRep,Pittsburgh,Pennsylvania
Yuriy,Boykiv,Founder and Investor,Gravity,marketing & advertising,"multicultural strategies,media planning,buying,creative development,production,consumer insights,brand planning,advertising,tv video production,marketing,digital,social,mobile,publicity,pr,culture,multicultural,hispanic",http://www.linkedin.com/in/boykiv,http://www.mediagravity.com,https://twitter.com/@gravitymediallc,New York,New York
Toyin,Ajayi,Chief Health Officer & Co-founder,Cityblock Health,hospital & health care,,http://www.linkedin.com/in/toyin-ajayi-ba57b078,http://www.cityblock.com,https://twitter.com/cityblockhealth,New York,New York
Akin,Sawyerr,Managing Director,Feleman Limited,,,http://www.linkedin.com/in/akinsawyerr,,,Washington,District of Columbia
Lee,Jones,"Managing Director, Global App Ads Product Strategy & Commercialization at Google",Google,internet,"e-commerce,fashion,retail,social commerce,consumer internet,internet,information technology,search,ads,mobile,android,online video,apps,machine learning,virtual reality,cloud,hardware,artificial intelligence,youtube,software",http://www.linkedin.com/in/ljones,http://www.google.com,http://twitter.com/Cat5BoatShoes.com,New York,New York
David,Bohan,,,,,http://nl.linkedin.com/pub/david-bohan/0/1a4/606/en,,,Seattle,Washington
Mary,Bernitt,Founder/CEO,Bernitt Enterprises,marketing & advertising,,http://www.linkedin.com/in/marybernitt,http://www.bernitt.com,,,Maryland
Ryan,Morrissey,Founder and CEO,Elevated Insights,information technology & services,"voip business phone service,hosted voip,small business phone systems,web conferencing,hosted pbx,virtual contact center,virtual call center,hosted call center,enterprise global communications,business phone systems,unified communications,team collaboration,enterprise engagement management,customer experience,employee experience,video conferencing,contact center,voip",http://www.linkedin.com/in/rmorriss,http://www.8x8.com,https://twitter.com/8x8,White Salmon,Washington
Daniel,Scrivner,Founder & CEO,Blackletter,computer software,"product design,creative direction,design advising,branding,naming,design consulting,rebranding",http://www.linkedin.com/in/danielscrivner,http://www.danielscrivner.com,,Boulder,Colorado
Jarl,Mohn,President Emeritus,NPR,broadcast media,"media,radio,broadcast,news,digital,digital media",http://www.linkedin.com/in/jarlmohn,http://www.npr.org,https://twitter.com/NPR,Washington,District of Columbia
Michael,Katz,Co-Founder and CEO,mParticle,internet,"mobile,big data analytics,cloud data services,information technology,enterprise software,software,customer data management,mobile data management,customer segmentation,multiscreen identity resolution,thirdparty data enrichment,developer apis,realtime data streaming",http://www.linkedin.com/in/michaelskatz,http://www.mparticle.com,http://twitter.com/@mparticles,New York,New York
Steve,Martocci,Chief Executive Officer,Splice,music,"music,collaboration,music technology,consumer internet,internet,information technology",http://www.linkedin.com/in/stevemartocci,http://www.splice.com,http://twitter.com/splice,New York,New York
Sapna,Shah,"Member, Expert Network",Red Giraffe Advisors,retail,,http://www.linkedin.com/in/sapnaashah,http://www.retailxseries.com,http://www.twitter.com/retailxseries,New York,New York
Michael,Penna,Chief Strategy Officer,InMarket,marketing & advertising,"mobile advertising,advertising,consumer internet,internet,information technology,mobile marketing,advertising optimization,online marketing,customer acquisition & retention,mobile application development,social media,email marketing",http://www.linkedin.com/in/michaeldellapenna,http://www.inmarket.com,https://twitter.com/inMarket_Media,New York,New York
Jon,Stevenson,Investor and advisor,,,,http://www.linkedin.com/in/jonstevenson,,,Boston,Massachusetts
Ankur,Nagpal,Founder & CEO,Teachable,internet,"saas,education,software,e-commerce platforms,information technology,enterprise software,online education,online course creation,elearning",http://www.linkedin.com/in/ankurnagpal,http://www.teachable.com,http://twitter.com/teachable,New York,New York
Evan,Brown,"Managing Director, Deputy COO",BMO Capital Markets,investment banking,"capital raising,m,a,research,risk management,institutional investing",http://www.linkedin.com/in/evan-brown-a690ab13,http://www.bmocm.com,https://twitter.com/bmo,New York,New York
Mike,Phillips,Chief Executive Officer,Sense,consumer electronics,"hardware,energy efficiency,home automation,energy management,information technology,clean energy,energy,clean technology",http://www.linkedin.com/in/michaelphillips4,http://www.sense.com,https://twitter.com/Sense,Boston,Massachusetts
Kathryn,Minshew,Founder & Chief Executive Officer,The Muse,internet,"digital media,recruiting,reviews & recommendations,career management,enterprise software,consumer internet,software,internet,information technology,career advice,job opportunities,women in business,job search,career discovery,employer branding",http://www.linkedin.com/in/kathryn-minshew-2b186bb,http://www.themuse.com,http://twitter.com/dailymuse,New York,New York
Clay,Elliot,Business Development,Very Good Ventures,computer software,"mobile apps,design,technology consulting,product management,product development,digital technology,flutter,dart",http://www.linkedin.com/in/clayelliot,http://www.verygood.ventures,https://twitter.com/VGVentures,New York,New York
Ron,Adner,Professor,Tuck School of Business at Dartmouth College,higher education,"beautiful,mountains,travel,diversity,history,alumni,native american,landscapes,education,research,engineering,communications,arts,higher education,science,networking,student",http://www.linkedin.com/in/ron-adner-0724a25,http://www.dartmouth.edu,https://twitter.com/DALI_Lab,Hanover,New Hampshire
Markus,Wunsch,Founder & Executive Chairman,,,,http://www.linkedin.com/in/markuswunsch,,,New York,New York
Matthew,Ramer,"Principal, Financial Advisor, AIF",MOR Wealth Management,financial services,"investment management,financial planning,retirement planning,estate planning,charitable planning,socially responsible planning,enviromentally sustainable,benefit corporation,bcorp",http://www.linkedin.com/in/mattramer,http://www.morwm.com,https://twitter.com/MORWealthMgmt,Philadelphia,Pennsylvania
Eddie,Lou,Co-Founder,Shiftgig,information technology & services,"mobile,recruiting,hospitality,employment,information technology,enterprise software,software,job search,people search,company search,candidate sorting,candidate matching,ondemand labor",http://www.linkedin.com/in/eddielou,http://www.shiftgig.com,https://twitter.com/shiftgig,Chicago,Illinois
Wa'il,Ashshowwaf,Founder & CEO,Reyets,civic & social organization,"mobile application,journalism,human rights organizations,civic reporting,news,media,technology,civil rights,mobile,app,legal,security,law enforcment",http://www.linkedin.com/in/wail,http://www.reyets.com,https://twitter.com/reyets,Washington,District of Columbia
Sebastien,Long,Founder & CEO,Lodgeur,real estate,"hospitality,airbnb,travel,lodging,tourism,serviced apartments,commercial real estate,property management,multifamily,corporate lodging,real estate,vacation rentals,private equity,venture capital,travel tech,hotels,extended stay,crowdfunding,interior design,real estate investments,reit",http://www.linkedin.com/in/seblong,http://www.lodgeur.com,,Houston,Texas
Elizabeth,Hunker,Executive Advisor,elizabeth.ai,,,http://www.linkedin.com/in/elizabethshunker,http://www.elizabeth.ai,,New York,New York
Jeffrey,Schell,"Managing Director, CTO, Patent Attorney",Proov,,,http://www.linkedin.com/in/schelljeffrey,http://www.rareairventurestudio.com,,Denver,Colorado
Margery,Kraus,Founder & Executive Chairman,,,,http://www.linkedin.com/in/margerykraus,,,Washington,District of Columbia
Ed,Robinson,Co-Founder Stash,Stash,financial services,"financial services,fin tech,investment management,finance,investing,financial technology,personal finance,banking",http://www.linkedin.com/in/ed-robinson-90431617,http://www.stash.com,https://twitter.com/Stash,New York,New York
Lou,Abrams,"Founder, CEO",Fisecal,,,http://www.linkedin.com/in/louabrams,,,New York,New York
Mohammed,Hisamuddin,Co-Founder & CEO,Entri,e-learning,"mobile,education,k-12 education,gamification,information technology,games,consumer internet,internet",http://www.linkedin.com/in/hisamuddin,http://www.entri.app,http://twitter.com/entri_me,Boston,Massachusetts
Bikram,Roy,Founder,,,,,,,Akron,Ohio
Marie,Rocha,Co-founder/Managing Director,Realist Ventures,,,http://www.linkedin.com/in/marie-rocha-6407513,,,Stamford,Connecticut
Helen,Sayles,,,,,http://www.linkedin.com/in/helen-sayles-3449ba3,,,Concord,Massachusetts
Clark,Landry,"EVP, Corporate Development",Acquicent,information technology & services,application security & bug bounty,http://www.linkedin.com/in/clarklandry,http://www.inspectiv.com,https://twitter.com/inspectiv,Nashville,Tennessee
Walter,Winshall,Principal,Collaborative Seed & Growth,,,http://www.linkedin.com/in/walterwinshall,,,Boston,Massachusetts
Oleg,Tscheltzoff,Co-Founder & CEO,Fotolia,online media,"advertising,photography,consumer internet,internet,information technology,internationally curated stock image & video agency",http://www.linkedin.com/in/otscheltzoff,http://www.fotolia.com,http://twitter.com/@fotolia,New York,New York
Stefan,Martinovic,"VP, Data Partnerships",Space Acres Botanicals,"health, wellness & fitness",,http://www.linkedin.com/in/stefanmartinovic,http://www.broadacrefarm.org,,New York,New York
Michael,Cope,"Founder, CEO",Cope Ventures,computer software,"bars,contractors,home services,irish,nightlife,pet stores,pets,pubs,restaurants,structural engineers",http://www.linkedin.com/in/michael-cope-2948b8,http://www.netcom.com,,Dallas,Texas
Sridhar,Kamma,Vision as a Service / Advanced Applications / AI / AR,Funnelai,information technology & services,"small & medium businesses,sales,artificial intelligence,sales funnel,lead generation,chatbot,prospecting,deep learning,machine learning,auto dealer leads,real estate leads",http://www.linkedin.com/in/srikams,http://www.funnelai.com,http://www.twitter.com/funnelai,Austin,Texas
Ilia,Papas,"Board Member, External Advisory Board, Computer Science Program",Xandr,higher education,"education,global leadership,active citizenship,research,diversity,life sciences",http://www.linkedin.com/in/ipapas,http://www.tufts.edu,https://twitter.com/TuftsUniversity,New York,New York
Brian,Luerssen,Co-Founder,Draftbit,computer software,"productivity software,private social networking,professional networking,social crm,crm,internet,social media,enterprise software,consumer internet,information technology,software,nocode,lowcode,mobile apps,react native,visual development",http://www.linkedin.com/in/brianluerssen,http://www.draftbit.com,http://twitter.com/orchardai,Chicago,Illinois
Matt,Motsick,Chief Executive Officer,RPA Labs,information technology & services,"robotic process automation,conversational automation,business process automation,logistics automation,rpa,artificial intelligence,machine learning,natural language processing,data management,freight forwarder rpa,ai,logistics ai,logistics chatbot",http://www.linkedin.com/in/matt-motsick-a1111a6,http://www.rpalabs.com,https://twitter.com/rpalabs,Kansas City,Kansas
Andrew,Vigneault,Investor,Argo,internet,"data analytics,data visualization,data exploration,data transformation",http://www.linkedin.com/in/andrew-vigneault-8b98b81a,http://www.argo.io,https://twitter.com/theargoteam,New York,New York
Matt,McKibbin,Founder,DecentraNet,financial services,,http://www.linkedin.com/in/mattmckibbin,http://www.decentranet.com,,Austin,Texas
Rob,Perkins,Sr. Program Manager,Bubbl,computer software,"mobile engagement,mobile video,digital media,content analytics,video clips",http://www.linkedin.com/in/robperkins4,http://www.bubbl.me,https://twitter.com/bubblme,New York,New York
Jed,Cullen,Head Of Finance,JUUL Labs,consumer goods,"consumer electronics,consumer goods,hardware,consumers,information technology,adult tobacco,beverage products",http://www.linkedin.com/in/jedcullen,http://www.juullabs.com,https://twitter.com/juulvapor,New York,New York
Al,Goldstein,"Executive Chairman, Founder",Avant,internet,,http://www.linkedin.com/in/al-goldstein-a551732,http://www.stoiclane.com,,Chicago,Illinois
Farryn,Weiner,Founder,Farrynheight,marketing & advertising,"brand,marketing,branding,social media,consumer brands,dtc,brand marketing,creative,communications,social media marketing,marketing agency,branding agency",http://www.linkedin.com/in/farryn,http://www.farrynheight.com,,New York,New York
Filippo,Bovio,,Canard Yachts,,,http://www.linkedin.com/in/filippo-bovio-745ba016,http://www.canardyachts.com,,,Florida
Jett,McCandless,Co-Founder and CEO,project44,computer software,"transportation,logistics,logistics software,automotive,logistics & supply chain,cloud computing,freight,tms,enterprise saas,rating,imaging,ltl freight,3pl,tariff management,dispatch,truckload,web services,api,tracking & monitoring solutions,logistics data integration,telematics platforms,freight & logistics visibility,supply chain visibility",http://www.linkedin.com/in/jett-mccandless-b16235119,http://www.project44.com,https://twitter.com/freightpipes,Chicago,Illinois
Michael,Knox,President,Gold Ridge Asset Management,legal services,"finance technology,crowdfunding,legal tech,finance,social fundraising,social media,consumer internet,internet,information technology,legal,technology,entrepreneur,ppm,regulation a,legal documents,software,legal document automation,saas,reg tech",http://www.linkedin.com/in/michael-knox-a7946110,http://www.lawcloud.co,https://twitter.com/idisclose,New York,New York
Matthew,Sutton,Partner,Sentire Ventures,,,https://www.linkedin.com/pub/matthew-sutton/a/43/285,,,Cambridge,Massachusetts
Sarah,Novotny,"Open Source Wonk, Azure Office of the CTO",Microsoft,,,http://www.linkedin.com/in/sarahnovotny,,,Seattle,Washington
Toby,Redshaw,Chief Executive Officer,,,,http://www.linkedin.com/in/tobyeduardoredshaw,,,Montclair,New Jersey
