First Name,Last Name,Title,Company Name for Emails,Industry,Keywords,Person Linkedin Url,Website,Company Linkedin Url,City,State,Country
Bram,Bluestein,Managing Partner,Bluestein Ventures,executive office,,http://www.linkedin.com/in/bram-bluestein-bba9321,http://www.bluesteinventures.com,http://www.linkedin.com/company/bluestein-associates,Chicago,Illinois,United States
Talent,Tsatse,Investment Director,ZEMU Venture Capital,venture capital & private equity,"partnerships,biotech,ai investment,tech investment,iot investment,joint venture,venture capital,finance",http://www.linkedin.com/in/talent-tsatse-94a7491b,http://www.zemuvc.co,http://www.linkedin.com/company/zemu-venture-capital,Shanghai,Shanghai,China
Varun,Srika,Partner,New Age Ventures,venture capital & private equity,,http://www.linkedin.com/in/varun-subbu-srika-4b351823,http://www.newageventures.net,http://www.linkedin.com/company/new-age-ventures,,,
Don,Cameron,CEO,Cameron Ventures,investment management,,http://www.linkedin.com/in/don-cameron-04901797,http://www.cameronvc.com,http://www.linkedin.com/company/cameron-ventures,,Pennsylvania,United States
John,Shelling,Owner,Beacon Capital,financial services,"impact investment,ir,pr,family office consulting,charitable causes,wealth creation & preservation,life sciences,oil,gas,real estate",http://www.linkedin.com/in/john-shelling-33488a13,http://www.beaconcapital.org,http://www.linkedin.com/company/beacon-capital-llc-,Clermont,Florida,United States
Brian,Hatton,Partner - QVentures,QVentures,venture capital & private equity,"venture capital,angel investments,funding platform,super angels,angel network,series a funding,angel crowdfunding,sophisticated investors,investment club,investor relations,family offices,uhnwi,entrepreneurs,startups",http://www.linkedin.com/in/brian-hatton-b36192,http://www.qventures.co,http://www.linkedin.com/company/q-ventures,Bloomington,Indiana,United States
Ted,Holzman,General Partner,Trousdale Ventures,venture capital & private equity,,http://www.linkedin.com/in/tedholzman,http://www.trousdalevc.com,http://www.linkedin.com/company/trousdaleventuresllc,West Hollywood,California,United States
Jurgita,Motiejuniene,Chief HR Officer,DOJUS group,machinery,"agricultural,forestry,specialized machinery,spare parts,turf,machinery rental",http://www.linkedin.com/in/jurgita-motiejuniene-8868266a,http://www.dojusgroup.lt,http://www.linkedin.com/company/dojusgroup,Kaunas,Kaunas County,Lithuania
Jussof,Breshna,Managing Director,REIMANN INVESTORS,venture capital & private equity,,http://www.linkedin.com/in/jussof-breshna-9452701,http://www.reimann-investors.com,http://www.linkedin.com/company/reimann-investors,Munich,Bavaria,Germany
Albert,Iten,CEO,Wille Finance,financial services,"private equity,real estate,digital media,listed assets,vc",http://www.linkedin.com/in/albert-iten-531033116,http://www.willefinance.com,http://www.linkedin.com/company/willefinance,Zürich,Zurich,Switzerland
Hans-Christian,Perle,Managing Director,REIMANN INVESTORS,venture capital & private equity,,http://www.linkedin.com/in/hcperle,http://www.reimann-investors.com,http://www.linkedin.com/company/reimann-investors,Frankfurt,Hesse,Germany
Dominick,Sica,Managing Partner,Sica Ventures,venture capital & private equity,,http://www.linkedin.com/in/dominicksica,http://www.sicaventures.com,http://www.linkedin.com/company/sicaventures,Columbus,Ohio,United States
John,,Managing Partner,New Age Ventures,venture capital & private equity,,http://www.linkedin.com/in/johnsmith2009,http://www.newageventures.net,http://www.linkedin.com/company/new-age-ventures,New York,New York,United States
Volker,Berl,"Founder, Managing Partner & CEO",New Age Ventures,venture capital & private equity,,http://www.linkedin.com/in/volkerberl,http://www.newageventures.net,http://www.linkedin.com/company/new-age-ventures,New York,New York,United States
Josh,Drukarz,Managing Partner,LiFE Ventures,venture capital & private equity,"series a,preseed,seed,venture capital,investments,fundraising,built world,real estate,proptech,property,technology,propcos,entrepreneurship",http://www.linkedin.com/in/josh-drukarz-a2a88253,http://www.lifeventures.tech,http://www.linkedin.com/company/lifeventures,,,United Kingdom
Arik,Ahitov,Chief Investment Officer,Chapman Office,investment management,,http://www.linkedin.com/in/arik-ahitov-3a3231,http://www.chapmanoffice.com,http://www.linkedin.com/company/chapman-office,Los Angeles,California,United States
Ricardo,Salomao,General Partner,Green Rock,investment management,,http://www.linkedin.com/in/ricardo-salomão-407820a8,http://www.greenrockinvest.com.br,http://www.linkedin.com/company/green-rock-family-office,São Paulo,State of São Paulo,Brazil
Andrey,Lisyanskiy,Chief Legal Officer,LVL1 Group,investment management,,http://www.linkedin.com/in/andrey-lisyanskiy-81793a1b,http://www.lvl1group.com,http://www.linkedin.com/company/lvl1-group,Moscow,Moscow,Russia
Lily,Joo,Founding Partner,10K Ventures,venture capital & private equity,,http://www.linkedin.com/in/lilyjoo,http://www.10kventures.co,http://www.linkedin.com/company/10kventures,Berlin,Berlin,Germany
Christian,Wawrzinek,Founder & CEO,Laureus Capital,venture capital & private equity,,http://www.linkedin.com/in/drchristianwawrzinek,http://www.laureuscapital.com,http://www.linkedin.com/company/laureuscapital,Hamburg,Hamburg,Germany
Nina,Simone,CIO,Nima Capital,investment management,,http://www.linkedin.com/in/nina-simone-14499711a,http://www.nimacap.com,http://www.linkedin.com/company/nima-capital-llc,New York,New York,United States
Sebastian,Fernandez,Venture Partner,The Bricks,venture capital & private equity,"investment,seed capital,venture capital,invest,earlystage investor,capital,investor,growth capital,equity financing,entrepreneur,entrepreneurship,startup,startups,ventures,technology",http://www.linkedin.com/in/sebastian-fernandez-000949185,http://www.brickcapital.co,http://www.linkedin.com/company/brickscapital,Fort Lauderdale,Florida,United States
Kelly,Bavis,Board Of Directors,Green Rock,investment management,,http://www.linkedin.com/in/kelly-bavis-159235139,http://www.greenrockinvest.com.br,http://www.linkedin.com/company/green-rock-family-office,Katy,Texas,United States
